DecimalDay,TemperatureF
49.2021,50
49.2257,50
49.2438,50
49.2729,48.2
49.2854,48.92
49.3271,48.92
49.3403,48.2
49.3688,48.92
49.4042,48.2
49.4104,48.92
49.4208,48.2
49.4521,50
49.4618,50
49.4736,51.8
49.4938,51.08
49.5007,51.8
49.5146,53.6
49.5354,53.96
49.5486,55.4
49.5771,57.02
49.616,57.2
49.6188,57.92
49.6604,59
49.7021,57.92
49.741,57.2
49.7438,57.02
49.7854,57.02
49.8271,57.02
49.8688,57.02
49.9104,57.02
49.9368,57.2
49.9521,57.02
49.9938,55.94
49.9993,55.4
50.0264,55.4
50.0354,55.94
50.0771,55.94
50.1132,55.4
50.1188,55.94
50.1479,55.4
50.1535,55.4
50.1604,55.04
50.2021,55.04
50.2438,55.04
50.2854,55.04
50.3271,53.96
50.3299,53.6
50.3688,53.96
50.3951,55.4
50.4104,55.04
50.4194,55.4
50.4299,55.4
50.4521,55.94
50.4583,55.4
50.4799,57.2
50.4861,59
50.4938,59
50.5125,62.6
50.5354,62.96
50.5514,64.4
50.5687,64.4
50.5771,64.94
50.5826,64.4
50.6056,66.2
50.6188,66.02
50.6604,64.94
50.7021,64.94
50.7438,64.04
50.7854,62.96
50.8271,62.06
50.8688,62.06
50.8917,60.8
50.9104,60.98
50.925,60.8
50.9458,60.8
50.9521,60.08
50.9667,59
50.9938,59
51.0215,59
51.0354,59
51.0771,59
51.0924,57.2
51.1188,57.92
51.1306,57.2
51.1431,57.2
51.1514,57.2
51.1604,57.92
51.2021,57.92
51.2104,57.2
51.2438,57.92
51.2569,57.2
51.2688,57.2
51.2806,57.2
51.2854,57.92
51.3083,57.2
51.3097,57.2
51.3132,57.2
51.3174,57.2
51.3271,57.92
51.3458,59
51.3688,59
51.375,60.8
51.3847,60.8
51.4104,62.06
51.4174,62.6
51.4271,64.4
51.4521,68
51.4653,69.8
51.4938,73.04
51.5354,75.02
51.5771,75.92
51.6188,75.92
51.6604,75.02
51.7021,73.94
51.7438,71.96
51.7854,66.92
51.8271,64.04
51.8688,59
51.9104,55.04
51.9521,51.98
51.9938,48.02
52.0354,46.04
52.0771,44.96
52.0938,44.6
52.1042,44.6
52.1188,44.06
52.1604,44.06
52.2021,44.06
52.2438,44.06
52.2854,42.98
52.3271,42.98
52.3688,42.98
52.3847,42.8
52.4104,44.06
52.4521,46.04
52.4938,46.94
52.5264,48.2
52.5354,50
52.5771,51.08
52.6188,53.06
52.6604,51.08
52.7021,51.08
52.7438,48.02
52.7854,44.06
52.8271,42.08
52.8688,41
52.875,41
52.9104,41
52.9521,39.92
52.9938,39.92
53.0354,39.02
53.0771,39.02
53.1188,39.02
53.1604,39.92
53.2021,39.92
53.2438,39.02
53.2854,37.04
53.3174,35.6
53.3271,35.96
53.3688,35.06
53.3979,35.6
53.4069,33.8
53.4104,33.98
53.4167,33.8
53.4389,33.8
53.4458,33.8
53.4479,33.8
53.4521,33.08
53.4576,33.8
53.4868,33.8
53.4917,33.8
53.4938,33.08
53.5069,33.8
53.5194,33.8
53.5278,33.8
53.5354,33.08
53.5431,33.8
53.5521,33.8
53.5576,33.8
53.5771,33.98
53.5944,33.8
53.6014,35.6
53.6104,35.6
53.6188,35.06
53.6604,35.96
53.6792,35.6
53.6931,35.6
53.7021,35.06
53.7438,35.06
53.7854,35.06
53.8271,35.06
53.8688,33.98
53.9104,33.98
53.9521,33.98
53.9938,33.98
54.0354,35.06
54.0771,35.96
54.1188,33.98
54.1604,33.98
54.2021,33.08
54.2438,32
54.2854,32
54.3271,33.08
54.3688,37.04
54.4104,41
54.4521,44.06
54.4938,46.04
54.5354,48.02
54.5771,50
54.7438,51.08
54.7854,46.94
55.4521,50
55.4938,55.04
55.5354,57.92
55.5771,62.06
55.6188,62.96
55.6604,64.04
55.7021,62.06
55.7438,60.08
55.7854,59
55.8271,57.92
55.8688,55.04
55.9104,53.06
55.9521,51.98
55.9938,51.98
55.9986,51.8
56.0174,51.8
56.0354,51.08
56.0771,50
56.1188,48.92
56.1604,46.94
56.2021,46.04
56.2438,48.02
56.2854,48.92
56.3271,50
56.3535,51.8
56.3688,51.98
56.4104,53.06
56.4521,55.04
56.4938,55.94
56.5354,55.04
56.5771,53.96
56.6188,53.06
56.6604,51.08
56.7021,51.08
56.7438,50
56.7854,48.92
56.8271,48.02
56.8688,46.94
56.9104,44.96
56.9521,44.06
56.9938,42.08
57.0354,41
57.0771,41
57.1188,39.92
57.1604,39.02
57.2021,37.94
57.2438,37.04
57.2854,37.04
57.3271,37.94
57.3688,42.98
57.4104,51.08
57.4521,53.96
57.4938,57.92
57.5354,60.98
57.5771,62.06
57.6188,62.96
57.6604,64.04
57.7021,64.04
57.7438,62.96
57.7854,60.08
57.8271,55.04
57.8688,51.08
57.9104,51.08
57.9521,48.92
57.9938,50
58.0354,48.92
58.0771,46.04
58.1188,44.96
58.1604,42.98
58.2021,41
58.2438,37.94
58.2854,39.02
58.3271,42.98
58.3688,50
58.4104,53.96
58.4521,59
58.4938,62.06
58.5354,62.96
58.5771,64.04
58.6188,64.94
58.6604,64.04
58.7021,62.96
58.7438,60.98
58.7854,59
58.8271,57.92
58.8688,57.92
58.8917,57.2
58.9104,55.94
58.9201,53.6
58.9521,53.06
58.9583,53.6
58.9694,53.6
58.9938,51.98
59.0076,51.8
59.0132,51.8
59.0354,51.08
59.0542,51.8
59.0597,51.8
59.0618,51.8
59.0771,51.98
59.1188,50
59.1604,50
59.2021,48.92
59.2438,46.94
59.2507,46.4
59.2528,46.4
59.2549,46.4
59.2653,46.4
59.2688,46.4
59.2854,46.94
59.3021,46.4
59.3056,46.4
59.309,46.4
59.3201,46.4
59.3243,46.4
59.3271,46.94
59.334,46.4
59.3389,48.2
59.3431,48.2
59.3562,50
59.3688,50
59.3917,53.6
59.4104,53.96
59.4521,53.96
59.4938,55.04
59.5354,57.92
59.5771,60.08
59.6188,57.92
59.6542,51.8
59.6604,51.08
59.6993,48.2
59.7021,48.02
59.7438,46.94
59.7854,46.04
59.8271,46.04
59.8688,44.96
59.9104,44.96
59.9521,44.06
59.9938,44.06
60.0354,42.98
60.0771,42.98
60.1188,41
60.1604,39.02
60.2021,37.94
60.2438,37.94
60.2854,37.04
60.3271,37.94
60.3688,42.08
60.4104,46.94
60.4521,50
60.4938,53.06
60.5354,55.94
60.5771,59
60.6188,60.08
60.6604,60.08
60.7021,59
60.7438,57.02
60.7854,55.04
60.8271,50
60.8688,46.94
60.9104,44.06
60.9521,44.06
60.9938,42.98
61.0354,39.92
61.0771,39.02
61.1188,37.94
61.1604,39.02
61.2021,37.94
61.2438,37.04
61.2854,37.04
61.3271,39.92
61.3688,48.02
61.4104,53.96
61.4521,57.92
61.4938,62.06
61.5354,64.04
61.5771,64.04
61.6188,66.92
61.6604,68
61.7021,66.92
61.7438,64.94
61.7854,62.06
61.8271,60.08
61.8688,57.92
61.9104,55.04
61.9521,53.96
61.9938,51.08
62.0354,50
62.0771,48.92
62.1188,46.04
62.1604,42.98
62.2021,42.98
62.2438,44.06
62.2854,44.06
62.309,44.6
62.3271,46.04
62.3451,48.2
62.3688,51.08
62.4104,57.92
62.4521,62.96
62.4938,66.02
62.5354,66.92
62.5771,69.08
62.6188,69.98
62.6604,69.08
62.7021,68
62.7438,66.02
62.7854,64.04
62.8271,62.06
62.8688,59
62.9104,57.92
62.9521,55.94
62.9938,53.96
63.0354,51.98
63.0771,51.08
63.1188,50
63.1604,50
63.2021,50
63.2438,48.02
63.2597,48.2
63.2819,48.2
63.2854,48.92
63.3271,51.08
63.3688,53.06
63.4104,53.96
63.4521,59
63.4938,62.96
63.5354,62.96
63.5771,64.04
63.6188,62.96
63.6604,62.96
63.7021,62.06
63.7438,62.06
63.7854,60.08
63.8271,60.08
63.8688,60.08
63.9104,59
63.9521,57.92
63.9938,57.02
64.0118,57.2
64.0167,57.2
64.0354,57.02
64.041,55.4
64.0493,55.4
64.0771,55.94
64.0931,55.4
64.1188,55.04
64.1236,55.4
64.1604,53.96
64.2021,53.06
64.2229,53.6
64.2438,51.98
64.2854,51.98
64.325,51.8
64.3271,51.98
64.341,53.6
64.3688,53.96
64.4104,57.92
64.4521,62.96
64.4785,64.4
64.4938,62.96
64.5264,64.4
64.5354,64.94
64.5465,64.4
64.5708,64.4
64.5771,64.04
64.6188,64.04
64.6604,64.94
64.7021,64.94
64.7438,64.94
64.7854,64.04
64.8271,62.96
64.8688,62.96
64.9104,60.98
64.9521,59
64.9938,57.92
65.0354,57.02
65.0632,57.2
65.0771,57.02
65.1188,57.02
65.1604,55.94
65.1674,55.4
65.2021,55.04
65.2083,55.4
65.2438,55.04
65.2854,53.96
65.3271,55.04
65.3688,55.94
65.4104,55.94
65.4521,57.02
65.4632,57.2
65.4938,57.92
65.5181,60.8
65.5354,59
65.5771,60.08
65.6014,60.8
65.6188,60.98
65.6417,60.8
65.6604,62.06
65.7021,62.06
65.7438,62.06
65.7854,62.06
65.8132,62.6
65.8271,60.98
65.8688,59
65.9104,59
65.9215,59
65.9333,59
65.9521,59
65.9938,57.92
66.0208,57.2
66.0354,57.92
66.0771,57.92
66.0944,57.2
66.1097,57.2
66.1188,57.92
66.1431,57.2
66.1604,59
66.1861,59
66.1924,59
66.2021,59
66.2438,59
66.2854,60.08
66.3271,60.98
66.3444,60.8
66.3597,60.8
66.3688,60.98
66.4104,62.06
66.416,62.6
66.4521,62.96
66.459,62.6
66.4771,62.6
66.4938,62.96
66.5354,64.04
66.5604,64.4
66.5771,64.04
66.6188,64.94
66.6604,64.94
66.7021,66.02
66.7438,66.02
66.7854,66.02
66.8271,64.94
66.8688,64.94
66.8938,64.4
66.9104,64.04
66.9319,64.4
66.9465,64.4
66.9521,64.04
66.9688,62.6
66.9903,64.4
66.9938,64.04
67.016,64.4
67.0326,64.4
67.0354,64.04
67.0514,62.6
67.0597,60.8
67.066,59
67.0694,57.2
67.075,57.2
67.0771,57.92
67.1188,55.04
67.1604,55.04
67.2021,51.98
67.2201,51.8
67.2257,53.6
67.2438,55.04
67.2542,57.2
67.2694,57.2
67.2854,57.02
67.2924,55.4
67.3028,57.2
67.309,57.2
67.3139,55.4
67.3201,57.2
67.3271,57.02
67.3535,57.2
67.359,59
67.3688,59
67.3806,59
67.3868,59
67.4104,62.06
67.4521,69.98
67.4938,73.04
67.5354,75.02
67.5771,78.08
67.6188,78.98
67.6604,78.98
67.7021,78.08
67.7438,77
67.7854,71.96
67.8271,66.92
67.8688,64.94
67.9104,62.06
67.9521,60.98
67.9938,59
68.0354,57.02
68.0771,55.94
68.0861,57.2
68.1076,59
68.1188,60.08
68.1472,60.8
68.1604,60.08
68.2021,60.08
68.209,60.8
68.2153,60.8
68.2215,60.8
68.2438,60.08
68.25,60.8
68.2653,59
68.2799,59
68.2854,57.92
68.291,59
68.2965,60.8
68.3132,60.8
68.3271,60.98
68.3354,62.6
68.3688,64.94
68.3792,66.2
68.4104,66.92
68.4181,66.2
68.4521,71.06
68.4938,75.02
68.5354,75.92
68.5479,69.8
68.5771,75.92
68.6188,78.98
68.6604,78.98
68.7021,78.98
68.7438,75.92
68.7854,71.06
68.8271,64.04
68.8688,66.02
68.9104,57.92
68.9521,55.04
68.9938,51.08
69.0354,53.96
69.0771,48.02
69.1188,51.98
69.1604,53.06
69.2021,50
69.2438,46.04
69.2854,48.92
69.3271,48.92
69.3688,57.02
69.4104,60.98
69.4521,64.94
69.4938,68
69.5354,71.96
69.5771,73.04
69.6188,73.94
69.6604,73.94
69.7021,71.06
69.7438,66.02
69.7854,64.04
69.8271,62.96
69.8688,59
69.9104,59
69.9521,55.94
69.9938,55.04
70.0354,51.98
70.0771,50
70.1188,48.92
70.1604,48.02
70.2021,48.02
70.2438,46.94
70.2854,46.04
70.3271,48.92
70.3688,53.96
70.4104,57.92
70.4521,60.98
70.4938,64.04
70.5354,64.94
70.5771,68
70.6188,69.08
70.6604,69.98
70.7021,69.98
70.7438,69.08
70.7854,64.04
70.8271,60.08
70.8688,55.94
70.9104,53.06
70.9521,55.04
70.9938,55.04
71.0354,53.06
71.0771,51.98
71.1188,51.98
71.1604,50
71.2021,48.92
71.2438,46.94
71.2854,46.04
71.3271,48.92
71.3688,53.96
71.4104,59
71.4521,62.96
71.4938,68
71.5354,71.06
71.5771,73.04
71.6188,73.94
71.6604,75.02
71.7021,73.94
71.7438,73.04
71.7854,68
71.8271,64.04
71.8688,60.98
71.9104,59
71.9521,57.02
71.9938,55.04
72.0354,53.96
72.0771,51.98
72.1604,48.92
72.2021,48.92
72.2438,48.02
72.2854,48.02
72.3271,48.92
72.3688,51.98
72.4104,57.92
72.4521,64.04
72.4938,69.98
72.5354,78.08
72.5771,78.98
72.6188,80.96
72.6604,80.06
72.7021,80.06
72.7438,78.98
72.7854,77
72.8271,73.94
72.8688,71.06
72.9104,68
72.9521,66.02
72.9938,62.96
73.0354,62.06
73.0771,60.08
73.1188,59
73.1604,57.92
73.1792,57.2
73.1854,57.2
73.2021,59
73.2438,59
73.2604,57.2
73.2785,55.4
73.2854,55.94
73.3271,55.04
73.3688,55.04
73.3931,55.4
73.4104,57.92
73.4521,59
73.5354,64.94
73.5771,68
73.6188,68
73.6604,69.98
73.7021,69.08
73.7438,69.08
73.7854,66.02
73.8271,64.04
73.8688,62.96
73.9104,60.98
73.9521,57.02
73.9938,55.04
74.0354,53.96
74.0771,53.96
74.1188,53.06
74.1604,53.06
74.2021,53.96
74.2438,51.98
74.2806,51.8
74.2854,51.98
74.3271,51.98
74.3431,51.8
74.3688,51.98
74.3868,51.8
74.391,51.8
74.3979,51.8
74.4111,51.8
74.4153,51.08
74.4292,51.8
74.4431,51.8
74.4486,51.8
74.4521,51.98
74.4632,51.8
74.4715,51.8
74.4875,51.8
74.4938,51.98
74.5354,53.96
74.5424,53.6
74.5507,53.6
74.5632,53.6
74.5708,55.4
74.5771,55.04
74.5868,55.4
74.6188,55.04
74.6236,55.4
74.6306,55.4
74.6368,55.4
74.6604,55.04
74.6944,55.4
74.7021,55.04
74.7069,55.4
74.7153,57.2
74.7438,55.94
74.7486,55.4
74.7854,53.96
74.8271,53.96
74.8688,53.96
74.9104,53.96
74.9521,53.06
74.9938,51.98
75.0354,50
75.0771,50
75.1188,48.92
75.3688,48.92
75.4104,53.96
75.4521,59
75.4938,64.04
75.5354,66.92
75.5771,68
75.6188,69.98
75.6604,71.06
75.7021,71.96
75.7438,71.06
75.7854,69.08
75.8271,64.04
75.8688,60.98
75.9104,57.92
75.9521,55.94
75.9938,53.96
76.0354,50
76.0771,48.92
76.1188,53.06
76.1604,46.94
76.2021,51.08
76.2438,48.92
76.2854,48.02
76.3271,46.94
76.3688,50
76.4104,53.96
76.4521,57.02
76.4938,59
76.5354,62.06
76.5771,64.04
76.6188,66.02
76.6604,66.92
76.7021,68
76.7438,68
76.7854,64.94
76.8271,64.04
76.8688,60.08
76.9104,59
76.9521,57.02
76.9938,53.96
77.0354,53.06
77.0771,53.06
77.1097,51.8
77.1188,51.98
77.1604,53.06
77.2021,53.06
77.2306,53.6
77.2438,53.06
77.2514,53.6
77.2604,53.6
77.2854,53.06
77.3271,53.96
77.3688,55.04
77.4104,57.92
77.4472,60.8
77.4521,60.98
77.4646,62.6
77.4938,62.96
77.5319,68
77.5354,69.08
77.5771,71.96
77.6188,75.02
77.6604,71.96
77.7021,73.94
77.7438,71.06
77.7854,69.98
77.8271,68
77.8688,66.92
77.9104,66.02
77.9271,64.4
77.9521,64.04
77.9938,62.96
78.0354,62.06
78.0771,62.06
78.0826,62.6
78.0875,62.6
78.1188,62.06
78.1604,62.06
78.1792,62.6
78.2007,62.6
78.2021,62.06
78.2438,60.08
78.2778,60.8
78.2792,57.2
78.2854,53.06
78.2868,53.6
78.2931,51.8
78.3,50
78.3063,50
78.316,48.2
78.3208,46.4
78.3271,46.94
78.3688,46.04
78.3924,42.8
78.4007,42.8
78.409,42.8
78.4104,42.08
78.4389,42.8
78.4521,42.08
78.4569,41
78.4938,41
78.5354,42.08
78.5771,44.06
78.6188,42.08
78.6604,42.08
78.7021,42.08
78.7438,41
78.7854,41
78.8271,39.92
78.8688,39.92
78.9104,39.02
78.9521,39.92
78.9938,37.94
79.0354,39.02
79.0771,37.94
79.1188,37.94
79.1604,37.94
79.2021,37.94
79.2438,37.94
79.2854,37.94
79.3271,37.04
79.3688,39.92
79.4104,44.06
79.4521,48.02
79.4938,50
79.5354,53.06
79.5771,55.04
79.6188,57.02
79.6604,60.08
79.7021,60.98
79.7438,60.08
79.7854,60.08
79.8271,57.02
79.8688,55.04
79.9104,53.96
79.9521,51.98
79.9938,51.08
80.0354,46.94
80.0771,44.96
80.1188,44.06
80.1604,42.08
80.2021,42.08
80.2438,42.08
80.2854,41
80.3271,39.92
80.3688,44.06
80.4104,50
80.4521,57.02
80.4938,60.98
80.5354,64.94
80.5771,69.08
80.6188,71.06
80.6604,71.06
80.7021,71.06
80.7438,71.06
80.7854,66.92
80.8271,64.94
80.8688,62.06
80.9104,60.08
80.9521,55.94
80.9938,53.96
81.0354,51.08
81.0771,50
81.1188,48.92
81.1604,48.02
81.2021,46.04
81.2438,46.94
81.2854,46.04
81.3271,46.94
81.3688,51.08
81.4104,55.94
81.4521,60.08
81.4938,68
81.5354,71.06
81.5771,73.94
81.6188,75.92
81.6604,75.02
81.7021,73.04
81.7438,73.04
81.7854,71.96
81.8271,69.08
81.8688,66.92
81.9104,64.94
81.9333,64.4
81.9403,64.4
81.9521,64.04
81.9938,64.04
82.0354,62.96
82.0771,62.06
82.0854,62.6
82.0924,62.6
82.1132,62.6
82.1188,62.06
82.1431,60.8
82.1604,60.98
82.1813,60.8
82.2021,60.08
82.2438,60.08
82.2597,60.8
82.2854,60.08
82.3271,60.08
82.3688,60.98
82.3736,60.8
82.3938,60.8
82.4104,60.98
82.434,62.6
82.4521,62.06
82.4625,62.6
82.4764,62.6
82.4938,64.04
82.5354,64.04
82.5771,64.94
82.6188,64.04
82.6368,64.4
82.6604,64.94
82.675,64.4
82.6806,64.4
82.6896,64.4
82.6944,64.4
82.7021,64.04
82.7076,64.4
82.7424,64.4
82.7438,64.04
82.7521,64.4
82.7611,64.4
82.7854,64.04
82.8271,64.04
82.8688,62.06
82.8736,57.2
82.8778,57.2
82.8931,57.2
82.9042,57.2
82.9104,57.02
82.9521,57.02
82.9938,57.02
83.0354,55.94
83.0507,57.2
83.0611,55.4
83.0771,57.02
83.0903,55.4
83.1007,55.4
83.1188,53.96
83.1604,53.06
83.2021,51.08
83.2438,50
83.2854,48.02
83.3271,48.02
83.3688,50
83.4104,53.06
83.4521,57.02
83.4938,60.08
83.5354,62.96
83.5771,64.94
83.6188,66.92
83.6604,68
83.7021,69.08
83.7438,68
83.7854,66.02
83.8271,62.96
83.8688,60.98
83.9104,57.02
83.9521,59
83.9938,57.02
84.0354,53.96
84.0771,50
84.1188,46.94
84.1604,46.94
84.2021,44.96
84.2438,42.08
84.2854,42.08
84.3271,42.98
84.3688,48.92
84.4104,57.02
84.4521,60.08
84.4938,64.04
84.5354,66.92
84.5771,69.08
84.6188,71.06
84.6604,71.96
84.7021,71.96
84.7438,71.06
84.7854,69.08
84.8271,66.02
84.8688,64.94
84.9104,62.96
84.9521,60.08
84.9938,57.92
85.0354,55.94
85.0771,53.96
85.1188,53.96
85.1264,53.6
85.1604,53.96
85.1868,53.6
85.2021,53.96
85.2438,53.06
85.2854,51.98
85.3271,51.98
85.3688,57.02
85.4104,60.98
85.4521,69.08
85.4938,73.94
85.5354,75.92
85.5771,80.06
85.6188,78.98
85.6604,80.06
85.7021,80.96
85.7438,78.98
85.7854,75.92
85.8271,71.96
85.8688,68
85.9104,68
85.9521,64.94
85.9938,62.06
86.0354,60.98
86.0771,55.94
86.1188,55.04
86.1604,53.96
86.2021,53.06
86.2438,51.98
86.2854,53.06
86.3271,53.06
86.3688,55.04
86.4104,57.92
86.4521,62.06
86.4938,64.94
86.5354,66.92
86.5771,69.08
86.6188,69.98
86.6604,71.06
86.7021,71.96
86.7438,71.06
86.7854,69.08
86.8271,66.02
86.8688,62.96
86.9104,60.98
86.9521,57.92
86.9938,55.94
87.0354,48.92
87.0771,46.94
87.1188,48.02
87.1604,50
87.2021,50
87.2438,48.02
87.2854,46.94
87.3271,48.02
87.3688,50
87.4104,55.94
87.4521,62.96
87.4938,68
87.5354,71.06
87.5771,73.04
87.6188,73.94
87.6604,75.02
87.7021,75.02
87.7438,73.94
87.7854,71.96
87.8271,69.08
87.8688,66.02
87.9104,62.96
87.9521,59
87.9938,57.92
88.0354,55.94
88.0771,55.04
88.1188,53.06
88.1604,53.96
88.2021,53.96
88.2438,55.04
88.2854,53.96
88.3271,53.96
88.3688,59
88.4104,64.94
88.4521,69.98
88.4938,71.96
88.5354,73.94
88.5771,75.02
88.6188,78.08
88.6604,78.98
88.7021,78.08
88.7438,78.08
88.7854,75.02
88.8271,73.04
88.8688,69.98
88.9104,66.92
88.9521,64.04
88.9938,60.98
89.0354,59
89.0771,57.92
89.1188,57.02
89.1604,57.02
89.2021,57.92
89.2438,59
89.2854,59
89.3271,60.08
89.3688,60.98
89.4,62.6
89.4056,64.4
89.4104,64.94
89.4521,69.08
89.4938,73.94
89.5354,75.92
89.5771,78.98
89.6188,82.04
89.6604,82.94
89.7021,82.94
89.7438,80.96
89.7854,78.08
89.8271,75.02
89.8688,71.96
89.9104,68
89.9243,68
89.9521,68
89.9938,66.02
90.0354,66.02
90.0771,64.94
90.1188,64.94
90.1604,64.04
90.2021,64.04
90.2438,62.96
90.2528,62.6
90.2757,62.6
90.2854,62.96
90.3271,62.96
90.3688,64.04
90.4104,66.92
90.4285,66.2
90.4521,69.98
90.4938,73.04
90.5354,75.92
90.5771,75.92
90.6188,78.08
90.6604,78.08
90.7021,77
90.7438,73.94
90.7854,73.04
90.8271,71.96
90.8493,71.6
90.8688,71.06
90.9104,69.98
90.9521,69.08
90.9938,68
90.9993,68
91.0354,68
91.0771,69.08
91.1188,69.08
91.1604,69.08
91.2021,68
91.225,68
91.2438,68
91.2854,69.08
91.2979,69.8
91.3076,69.8
91.3271,69.08
91.3688,68
91.4104,69.08
91.4521,69.98
91.4938,69.98
91.5354,69.98
91.5771,71.06
91.6188,73.04
91.6535,73.4
91.6604,75.92
91.6687,77
91.7021,78.08
91.7438,80.06
91.7854,78.08
91.8271,73.04
91.8688,69.08
91.9104,66.92
91.9521,64.04
91.9938,66.02
92.0354,60.08
92.0771,59
92.1188,51.98
92.1604,51.98
92.2021,55.04
92.2438,48.92
92.2854,51.98
92.3271,53.06
92.3688,57.02
92.4104,64.04
92.4521,71.96
92.4938,75.92
92.5354,78.98
92.5771,80.96
92.6188,82.04
92.6604,84.02
92.7021,82.94
92.7438,82.94
92.7854,80.06
92.8271,77
92.8688,73.94
92.9104,73.04
92.9521,71.96
92.9938,69.08
93.0354,68
93.0528,68
93.0611,68
93.0771,68
93.1188,68
93.1604,66.92
93.1826,66.2
93.1951,66.2
93.2021,66.92
93.2347,66.2
93.2438,66.92
93.2854,66.92
93.2937,66.2
93.3063,66.2
93.3271,66.92
93.3583,68
93.3688,68
93.3771,68
93.3986,69.8
93.4104,69.98
93.4292,69.8
93.4521,69.98
93.4604,69.8
93.4722,71.6
93.4938,71.96
93.5076,71.6
93.5326,73.4
93.5354,73.94
93.5549,75.2
93.5771,78.08
93.616,78.8
93.6188,78.98
93.6604,78.98
93.7021,80.06
93.7438,80.06
93.7854,77
93.8069,75.2
93.816,75.2
93.8271,75.92
93.8688,73.94
93.9104,73.04
93.916,73.4
93.9264,71.6
93.9424,71.6
93.9521,71.96
93.9938,71.06
94.0354,69.98
94.0771,69.08
94.1188,69.08
94.1604,69.08
94.1924,69.8
94.2021,69.08
94.2438,69.08
94.2854,69.98
94.3271,69.98
94.3549,71.6
94.3688,71.06
94.4104,71.96
94.4236,71.6
94.4521,73.04
94.4938,75.92
94.5257,75.2
94.5333,77
94.5354,78.08
94.5771,80.06
94.5833,80.6
94.6188,82.04
94.6604,82.94
94.7021,82.94
94.7438,80.06
94.7854,78.08
94.8271,75.02
94.8479,73.4
94.8688,73.94
94.9104,71.06
94.9521,69.08
94.9938,68
95.0354,68
95.0771,68
95.1188,68
95.1604,66.92
95.2021,68
95.2438,68
95.2681,68
95.2854,68
95.3271,68
95.3688,69.08
95.4104,69.98
95.4521,71.96
95.4778,75.2
95.4938,75.92
95.5222,78.8
95.5354,78.98
95.5771,78.98
95.6188,80.06
95.6604,80.06
95.7021,78.98
95.7438,77
95.7854,75.92
95.8271,73.94
95.8688,71.96
95.9104,71.06
95.9444,69.8
95.9521,69.98
95.9938,69.08
96.0354,68
96.0771,69.08
96.1188,68
96.1604,68
96.1833,69.8
96.2021,68
96.2438,68
96.2625,68
96.2854,68
96.3271,68
96.3375,68
96.3632,68
96.3688,66.92
96.391,66.2
96.4007,68
96.409,69.8
96.4104,69.08
96.4319,69.8
96.4403,69.8
96.4521,69.08
96.4715,69.8
96.4826,69.8
96.4868,69.8
96.4917,68
96.4938,69.08
96.5076,66.2
96.5354,64.04
96.541,64.4
96.5743,66.2
96.5771,66.92
96.6188,71.96
96.6604,75.02
96.7021,75.02
96.7438,75.92
96.7854,75.02
96.8271,71.96
96.8688,69.08
96.9104,66.92
96.9521,62.96
96.9938,60.08
97.0354,57.92
97.0771,55.04
97.1188,53.06
97.1604,51.98
97.2021,50
97.2438,48.92
97.2854,48.02
97.3271,48.02
97.3688,51.98
97.4104,57.02
97.4521,60.08
97.4938,62.96
97.5354,64.94
97.5771,69.08
97.6188,69.08
97.6604,71.06
97.7021,71.06
97.7438,71.06
97.7854,69.08
97.8271,64.94
97.8688,60.08
97.9104,59
97.9521,55.04
97.9938,51.98
98.0354,51.98
98.0771,48.92
98.1188,46.94
98.1604,44.96
98.2021,44.06
98.2438,41
98.2854,42.08
98.3271,44.06
98.3688,50
98.4104,60.08
98.4521,64.94
98.4938,68
98.5354,68
98.5771,71.06
98.6188,73.04
98.6604,71.96
98.7021,71.96
98.7438,69.98
98.7854,68
98.8271,66.02
98.8688,62.96
98.9104,62.96
98.9521,60.98
98.9938,59
99.0354,57.02
99.0771,57.02
99.1167,55.4
99.1188,57.02
99.1444,55.4
99.1604,55.04
99.1854,55.4
99.2021,55.94
99.2438,55.94
99.2736,55.4
99.2854,55.94
99.3271,55.94
99.3333,57.2
99.35,57.2
99.3569,57.2
99.3688,59
99.4104,62.96
99.4368,64.4
99.4521,68
99.466,68
99.4938,71.96
99.5354,73.94
99.5771,75.02
99.6188,78.98
99.6604,77
99.7021,75.92
99.7438,75.92
99.7854,73.94
99.8271,71.96
99.8688,69.98
99.9104,66.92
99.9521,64.94
99.9785,64.4
99.9938,64.94
100.015,64.4
100.035,64.04
100.077,62.96
100.119,62.96
100.13,62.6
100.158,62.6
100.16,62.06
100.19,62.6
100.202,62.06
100.216,62.6
100.237,62.6
100.244,62.06
100.285,62.06
100.327,60.08
100.357,60.8
100.369,60.08
100.394,60.8
100.408,60.8
100.41,62.06
100.442,62.6
100.452,62.96
100.461,62.6
100.467,62.6
100.494,64.04
100.526,64.4
100.535,64.04
100.566,64.4
100.577,64.94
100.598,64.4
100.619,64.94
100.653,66.2
100.66,68
100.697,69.8
100.702,69.08
100.744,69.08
100.785,68
100.827,68
100.869,68
100.903,66.2
100.91,66.92
100.952,66.92
100.962,66.2
100.974,64.4
100.979,66.2
100.994,66.02
101.035,66.02
101.071,64.4
101.077,64.94
101.119,64.04
101.16,62.06
101.202,60.98
101.244,60.08
101.285,60.08
101.317,60.8
101.327,60.08
101.353,60.8
101.358,60.8
101.365,60.8
101.369,60.08
101.39,62.6
101.41,64.04
101.452,68
101.494,71.06
101.535,71.96
101.577,75.92
101.619,75.92
101.66,77
101.702,77
101.744,75.92
